peak.name,baseMean.de,padj.nc12.v.nc11,lfc.nc12.v.nc11,padj.nc13.v.nc12,lfc.nc13.v.nc12,padj.nc14.v.nc13,lfc.nc14.v.nc13,padj.lnc14.v.nc14,lfc.lnc14.v.nc14,intergenic,promoter,intron,exon,genomic.feature,open.at.NC11,open.at.NC12,open.at.NC13,open.at.NC14,open.at.LNC14,class
scaffold_1:42753509-42753726,29.05784636,0.5566,-0.4722,0.7611,-0.2029,0.004709,0.8703,0.922,-0.1163,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42755646-42755831,30.06723153,0.2917,-1.044,0.2882,0.7299,0.0003654,1.34,0.751,0.3637,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:42761572-42761784,64.07248691,0.7274,-0.2679,0.9809,-0.01701,0.002054,0.7904,0.8298,-0.1907,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:42763650-42763967,59.19047505,0.6343,-0.4377,0.8015,0.1808,0.05926,0.6638,0.8081,-0.2825,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:42766534-42767032,361.7853709,0.7378,0.1723,0.01831,0.5368,0.5678,-0.1221,0.9893,-0.01275,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:42775354-42775428,12.12047226,0.8158,0.3287,0.7946,0.2466,0.6683,-0.2322,0.5854,-0.6065,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:42780975-42781127,28.87204079,0.9833,0.02797,0.9207,0.08143,0.2279,0.4284,0.5994,0.4152,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42781653-42781816,28.08374935,0.9337,0.1187,0.6927,0.2945,0.1596,0.5574,0.9382,0.1219,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42788488-42788694,30.38332041,0.8157,-0.2614,0.6224,-0.3477,3.67E-05,1.437,0.5869,0.4455,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.14
scaffold_1:42796969-42797117,21.73918983,0.2841,-1.065,0.4241,0.5825,0.008802,1.004,0.3252,0.7212,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.8
scaffold_1:42797676-42797882,46.71624322,0.7455,-0.274,0.9015,0.08527,0.04015,0.5897,0.0197,-1.012,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.11
scaffold_1:42801275-42801380,22.70901677,0.7956,0.3867,0.8781,-0.1666,4.86E-07,2.058,0.9819,-0.04568,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.12
scaffold_1:42806186-42806311,19.25594355,0.8514,-0.286,0.9946,0.00811,0.009142,1.205,0.9572,-0.1106,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,group.8
scaffold_1:42812531-42812650,17.8869628,0.7637,-0.3303,0.173,-0.8521,0.08011,0.7692,0.8837,-0.2031,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42837976-42838371,213.7444737,0.8474,0.1685,0.894,0.08871,0.3484,-0.3088,0.8449,-0.2143,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:42845069-42845179,16.8381134,0.4991,0.6943,0.7506,-0.259,0.1564,-0.6393,0.9283,-0.1606,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:42868665-42868769,15.38490101,0.3357,-0.9441,0.1489,-0.9498,0.01117,-1.359,0.8659,0.3409,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_1:42886512-42886607,13.73620382,0.7865,-0.38,0.5522,0.5274,0.02936,-1.107,0.9267,0.1885,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_1:42907625-42907803,31.59946395,0.8333,0.2223,0.02942,0.9347,0.005608,-0.865,0.5512,-0.4863,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:42908258-42908424,18.87072451,0.7964,-0.3122,0.2481,0.6932,0.201,-0.5101,0.9572,-0.09488,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:42910032-42910162,30.51008599,0.9192,-0.1115,0.3505,-0.509,0.707,0.1589,0.8901,-0.1745,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:42920079-42920224,21.68926643,0.9294,-0.1283,0.9746,-0.03385,0.00708,1.018,0.9183,0.1511,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.12
scaffold_1:42922744-42922856,18.06083743,0.9464,-0.08637,0.2342,-0.697,0.4734,-0.3369,0.8658,0.2335,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:42932852-42932938,12.43233738,0.8774,0.266,0.7941,-0.2628,0.102,0.8124,0.4651,-0.8029,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42935097-42935220,23.53406914,0.6104,0.5686,0.8922,0.1325,0.08917,-0.7611,0.9907,0.02232,FALSE,TRUE,TRUE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:42953083-42953195,20.25383965,0.7313,0.4017,0.5545,-0.4076,0.08968,0.6717,0.2328,0.761,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:42956608-42956736,31.06321701,0.755,0.4013,0.5002,0.5174,0.7933,-0.145,0.9039,0.2081,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:429567-429771,26.75122016,0.9214,-0.1636,0.9487,0.07037,0.002993,1.247,0.1431,1.042,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_1:42979742-42979837,21.26023502,0.1519,-1.11,0.6103,0.3726,0.9781,0.01413,0.4423,0.5925,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:42979974-42980074,17.0772136,0.9252,-0.1406,0.7764,-0.2599,0.2443,0.5534,0.3526,0.7429,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_1:42992290-42992418,20.53802609,0.8974,-0.1645,0.9035,-0.1147,0.03494,0.8013,0.4181,0.5672,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:42993952-42994098,19.67263461,0.6885,0.4722,0.9843,0.02083,0.2317,0.4928,0.8179,-0.2863,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:42994251-42994380,13.64925204,0.9573,-0.0904,0.8404,-0.2118,0.2651,0.5718,0.7228,-0.4543,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43003247-43003354,14.80366089,0.8173,0.3498,0.6997,-0.3604,0.09995,0.8076,0.03633,1.31,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,TRUE,group.12
scaffold_1:43006415-43006504,13.57199094,0.8678,-0.2556,0.9121,-0.1297,0.08641,0.8193,0.5853,0.5583,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43021179-43021402,48.82232495,0.9829,0.02381,0.5282,-0.3392,0.319,0.3424,0.5122,-0.4724,FALSE,FALSE,FALSE,TRUE,exon,FALSE,TRUE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43022594-43022781,59.48206863,0.795,-0.2536,0.8879,-0.1086,0.04743,0.6735,0.8821,0.1832,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43029178-43029352,33.55396511,0.637,0.4257,0.7789,0.1933,0.001091,-1.108,0.7973,-0.2996,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.3
scaffold_1:43029596-43029747,112.9757295,0.7721,0.2816,0.7631,0.2018,0.008468,-0.8948,0.8943,-0.184,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43034223-43034379,53.26608071,0.4389,0.6129,0.6174,0.3046,0.01819,-0.8019,0.9532,-0.0906,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43038932-43039949,471.6573382,0.3712,0.5364,0.003963,0.8803,0.1248,0.4158,0.7731,0.2463,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43042530-43042856,82.5122111,0.8804,0.1755,0.2919,0.5822,0.504,0.2735,0.9456,0.1102,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43046435-43046576,43.51930841,0.9343,0.08818,0.08242,0.6999,0.9895,-0.004759,0.6552,-0.3331,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43047808-43048374,723.1422626,0.07135,0.5767,0.008797,0.5349,1.92E-07,-0.8181,2.56E-05,-0.9777,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43053536-43053676,88.40362723,0.8026,0.1824,0.2964,0.3992,0.1538,-0.3664,0.2193,-0.5743,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43062445-43062549,20.68258539,0.6613,0.458,0.5546,0.4023,0.9398,0.03668,0.6435,-0.4127,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43063820-43063961,33.8304979,0.7748,0.4045,0.6894,0.3681,0.4011,-0.4635,0.9229,-0.2054,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43072657-43072823,77.92092727,0.5553,-0.4234,0.05425,0.7015,0.3185,0.2864,0.4849,0.4184,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43075760-43076109,129.5743001,0.8325,-0.1724,0.0721,0.6563,0.02653,0.5848,0.3799,-0.4996,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43093926-43094015,11.90124472,0.9779,-0.0558,0.9522,0.07771,0.7008,-0.2516,0.8213,0.3964,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43108329-43108519,43.98190467,0.9154,-0.09925,0.1829,-0.5609,0.01944,-0.7112,0.8752,-0.1798,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:43114184-43114295,23.06049226,0.7799,0.2882,0.1688,-0.7252,0.6886,-0.1848,0.9201,0.1504,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43119613-43119692,18.00188823,0.821,-0.2487,0.8096,-0.1879,0.3606,-0.3927,0.9237,0.1504,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43124289-43124474,51.51843926,0.9903,-0.01212,0.04329,-0.7469,0.5615,0.1961,0.2294,-0.6428,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43126421-43126549,65.44741932,0.7599,0.2113,0.9049,0.06767,0.004513,-0.6806,0.009766,-0.9691,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:43126873-43127375,270.4257224,0.9065,-0.06944,0.4402,0.2289,0.001482,-0.5592,0.8168,-0.1497,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43128746-43128904,47.63630324,0.883,-0.1452,0.6578,-0.2516,0.6391,-0.1765,0.6869,-0.3674,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43133759-43133869,19.84139705,0.9585,-0.07443,0.8789,0.1327,0.2789,-0.4579,0.7224,-0.4213,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43139796-43139967,36.56408301,0.7747,0.2754,0.7414,-0.2081,0.194,-0.4585,0.9895,0.02228,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43143694-43143906,41.59120666,0.3359,-0.8337,0.5764,-0.3891,0.02518,0.8809,0.2654,0.813,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43157862-43157938,9.420320391,0.7372,-0.5241,0.7486,0.3476,0.617,-0.3158,0.6077,0.6541,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43159232-43159358,17.5774663,0.8616,-0.2159,0.7304,-0.2694,0.3484,0.4082,0.1353,0.8903,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_1:43162681-43162840,35.53703151,0.5203,-0.5101,0.507,-0.3755,0.3401,0.3499,0.7264,-0.3361,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43171154-43171260,16.30963314,0.979,-0.04168,0.3956,-0.6157,0.3422,0.4664,0.8819,0.2193,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43198137-43198257,24.95160589,0.2957,1.662,0.7393,-0.4593,0.3052,-0.8264,0.9893,0.05164,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43200817-43200956,30.33438762,0.8251,0.2223,0.9512,0.04898,0.1409,-0.5189,0.3065,0.6538,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43207944-43208023,12.20975474,0.7441,-0.454,0.6334,0.4206,0.1828,-0.6673,0.337,0.8754,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43214333-43214751,106.2707776,0.2433,-0.8232,0.6329,0.2884,0.4373,-0.2964,0.4068,-0.6304,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:43223329-43223428,13.48331874,0.6192,-0.5599,0.7412,-0.2818,0.8902,0.07861,0.4035,0.6956,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43250268-43250367,20.14270222,0.7124,0.4477,0.5125,-0.4862,0.1819,-0.6472,0.9196,0.1907,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_1:43304024-43304099,9.641697061,0.4643,0.9233,0.5181,-0.5657,0.8668,-0.1143,0.9324,0.1727,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43312902-43313080,39.8851536,0.6507,-0.4311,0.8515,0.1449,0.8944,-0.06269,0.6251,0.4491,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43322839-43322922,13.7015261,0.8863,-0.2025,0.008139,-1.687,0.6512,0.3078,0.3532,0.8825,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_1:43324799-43324975,25.85147415,0.4119,-0.6961,0.5861,-0.3625,0.6699,0.1941,0.8785,-0.2118,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43381697-43381900,59.39074213,0.248,0.799,0.7188,0.2179,0.002455,-0.946,0.8466,-0.2254,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43383026-43383312,36.38882466,0.9027,0.1201,0.9806,-0.01849,0.1888,-0.4118,0.3585,0.5422,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43385796-43385888,17.46424855,0.746,-0.374,0.8559,0.1601,0.6768,0.1949,0.9346,0.1291,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43397596-43397803,26.3695544,0.6599,0.4035,0.6728,-0.2579,0.2004,-0.4616,0.9906,0.0188,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43407609-43407921,41.5609751,0.8578,-0.1639,0.9036,-0.08642,0.007216,-0.8361,0.4015,0.5525,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43408167-43408294,15.08095832,0.9933,-0.01385,0.9172,0.1021,0.3465,-0.4282,0.8907,-0.2113,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43419981-43420115,14.72010565,0.9205,0.1605,0.918,-0.1047,0.4838,0.3343,0.4448,0.6541,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:4349168-4349414,19.30739907,0.08049,-1.451,0.4293,0.5574,0.05168,0.7424,0.6117,0.4705,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43505454-43505554,10.58039128,0.6486,-0.6661,0.8766,-0.188,0.7895,0.1807,0.9838,-0.05688,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43505779-43505960,29.4798981,0.6986,-0.3802,0.9383,0.06642,0.08344,0.6053,0.5168,0.4751,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43512547-43512716,21.74145338,0.746,-0.4567,0.9035,0.1339,0.6174,0.2787,0.7193,0.4948,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_1:43515795-43515952,25.8040026,0.3125,-0.9766,0.2337,-0.8338,0.9232,0.06201,0.7215,0.4831,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43522123-43522197,9.134199492,0.7112,-0.5285,0.3001,-0.8798,0.6731,0.2877,0.7348,-0.5698,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43633383-43633503,17.69274657,0.7255,-0.3884,0.3639,-0.6335,0.0686,0.7927,0.82,0.2791,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43644309-43644446,61.33679211,0.7584,0.2589,0.8096,-0.1437,0.06215,-0.5704,0.6997,0.329,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43644610-43644768,45.98634404,0.769,0.4363,0.8592,0.1979,0.2492,-0.655,0.9517,0.1482,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43645538-43645839,45.19489654,0.4611,0.4931,0.4057,-0.3812,0.6326,0.161,0.6585,-0.3203,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43656440-43656535,18.82712138,0.7614,-0.3304,0.0515,-1.082,0.4506,0.3728,0.4939,-0.6508,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43656866-43657005,39.92228686,0.6399,-0.4814,0.1892,-0.7736,0.0001891,-1.575,0.9608,-0.1059,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,FALSE,FALSE,FALSE,group.13
scaffold_1:43657510-43657592,18.64601308,0.2474,-0.9403,0.2399,-0.729,0.0901,-0.788,0.886,0.2397,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43670115-43670269,33.15278563,0.9269,-0.109,0.972,-0.03189,0.4455,0.3048,0.7935,-0.2947,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43677460-43677536,19.318272,0.7785,-0.3448,0.7594,-0.255,0.3352,0.4384,0.6717,0.4483,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43678369-43678613,76.11323203,0.7138,0.2925,0.9619,0.03312,0.8333,0.07531,0.5769,0.3862,FALSE,FALSE,TRUE,FALSE,intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43678901-43679054,42.51233609,0.6307,-0.3988,0.1842,0.6079,0.8907,0.05317,0.3489,-0.5758,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43686153-43686330,61.88450774,0.8978,0.1412,0.9089,-0.09215,0.4381,0.3025,0.3547,-0.6724,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_1:43686657-43686886,86.21268836,0.6344,-0.3267,0.8887,0.08161,0.8923,0.0456,0.5692,0.3614,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43688646-43688933,191.8668078,0.5167,-0.5086,0.7244,0.2162,0.04985,0.6396,0.8891,0.1779,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43689483-43689569,27.83580518,0.9129,-0.1244,0.9286,-0.07515,0.3151,-0.3906,0.2102,0.7627,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43696288-43696541,388.8005879,0.2048,0.548,0.003814,0.6914,0.3326,0.2158,0.4346,-0.3609,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43697885-43698246,384.6300539,0.678,0.2528,0.01338,0.6867,0.1042,-0.3817,0.6652,-0.2792,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43698674-43698790,53.08451537,0.9321,0.1083,0.3723,0.5357,0.5457,-0.2603,0.8814,0.2087,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43700853-43701303,695.6788635,0.4667,0.2982,0.007537,0.5476,0.03972,-0.356,0.07522,-0.5246,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_1:43701480-43701612,71.00039746,0.7419,0.2289,0.000891,0.899,0.009143,-0.5728,0.4465,-0.3842,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_1:43703108-43703301,62.69844316,0.7237,-0.3002,0.372,0.4343,0.2524,-0.3722,0.3765,-0.5821,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43703577-43703727,55.78795451,0.03675,1.101,0.5484,0.2804,0.7066,-0.1207,0.5102,-0.4002,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.10
scaffold_1:43706061-43706181,34.98794927,0.8259,0.221,0.6199,0.3024,0.7645,-0.1231,0.2025,-0.7803,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43706723-43706822,25.63833518,0.9024,-0.1352,0.2656,-0.6291,0.8382,0.09837,0.9708,-0.06104,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43710751-43710886,20.2295331,0.8576,0.2401,0.9891,-0.01566,0.9779,0.01581,0.8883,-0.2263,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43718521-43718626,14.26805493,0.7802,-0.4127,0.6306,-0.4462,0.6348,-0.3013,0.5269,0.7673,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43719183-43719311,15.83702306,0.8253,0.2691,0.538,0.4286,0.7155,-0.1669,0.5353,-0.5354,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_1:43733467-43733542,12.01630805,0.9422,0.1108,0.8018,-0.2333,0.5114,-0.3493,0.2026,-1.114,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
